Order Date,Product Name,Category,Region,Quantity,Sales,Cost,Profit
5/24/2024,Monitor,Accessories,East,7,4648,3407.02,1240.98
6/14/2022,Smartphone,Electronics,North,3,1119,1010.32,108.68
6/14/2023,Printer,Office,South,9,2178,1795.33,382.67
12/11/2024,Laptop,Electronics,East,1,918,737.69,180.31
2/5/2023,Smartphone,Electronics,East,9,6903,6065.65,837.35
8/21/2023,Keyboard,Accessories,North,5,4855,4320.77,534.23
12/18/2023,Camera,Electronics,South,2,2158,1674.06,483.94
4/13/2023,Mouse,Accessories,North,7,4550,3472.2,1077.8
9/24/2023,Tablet,Electronics,West,4,3592,3342.46,249.54
12/19/2022,Tablet,Electronics,South,8,3488,2544.75,943.25
5/21/2022,Monitor,Accessories,North,2,1214,1050.2,163.8
9/21/2024,Mouse,Accessories,West,9,7200,5730.77,1469.23
3/24/2023,Laptop,Electronics,East,8,1808,1468.69,339.31
12/29/2022,Camera,Electronics,West,9,7083,6522.12,560.88
6/5/2024,Monitor,Accessories,East,4,1060,799.79,260.21
11/17/2022,Smartwatch,Electronics,South,9,7182,6720.39,461.61
5/7/2024,Smartphone,Electronics,West,6,5532,4979.26,552.74
8/23/2024,Headphones,Accessories,South,8,1800,1473.97,326.03
12/17/2023,Headphones,Accessories,South,1,351,318.39,32.61
11/10/2022,Smartwatch,Electronics,West,2,1200,1008.57,191.43
12/1/2023,Tablet,Electronics,South,9,1593,1270.54,322.46
12/15/2024,Monitor,Accessories,East,3,2580,2131.98,448.02
3/12/2022,Keyboard,Accessories,East,6,6780,4985.03,1794.97
3/25/2022,Smartphone,Electronics,South,2,1298,1093.92,204.08
12/24/2024,Smartwatch,Electronics,South,7,4585,4201.03,383.97
4/16/2023,Tablet,Electronics,North,1,516,445.47,70.53
5/14/2024,Tablet,Electronics,West,4,1780,1359.72,420.28
11/7/2022,Keyboard,Accessories,North,5,365,270.95,94.05
2/26/2023,Tablet,Electronics,South,8,3896,3160.34,735.66
4/28/2024,Laptop,Electronics,South,1,636,466.76,169.24
7/27/2024,Monitor,Accessories,East,7,637,549.14,87.86
9/26/2023,Keyboard,Accessories,South,3,1302,1121.18,180.82
8/24/2024,Smartphone,Electronics,West,1,719,678.58,40.42
8/8/2023,Camera,Electronics,West,6,5106,3764.07,1341.93
7/11/2023,Mouse,Accessories,West,3,1215,1085.2,129.8
5/23/2024,Camera,Electronics,East,9,1791,1603.72,187.28
9/30/2023,Printer,Office,East,9,6255,5802.54,452.46
5/2/2023,Printer,Office,East,5,4165,3152.63,1012.37
12/31/2023,Monitor,Accessories,South,5,5990,4797.89,1192.11
12/1/2023,Tablet,Electronics,South,1,847,704.26,142.74
2/4/2024,Camera,Electronics,East,8,688,556.74,131.26
6/24/2023,Tablet,Electronics,East,2,1188,901.62,286.38
8/20/2023,Camera,Electronics,North,7,3101,2174.91,926.09
12/30/2024,Headphones,Accessories,West,9,8703,7140.12,1562.88
10/29/2024,Printer,Office,West,9,9324,6907.07,2416.93
9/20/2024,Laptop,Electronics,North,1,749,680.83,68.17
11/17/2024,Smartwatch,Electronics,West,4,3224,2352.47,871.53
10/1/2023,Monitor,Accessories,South,3,459,418.04,40.96
12/24/2024,Smartwatch,Electronics,East,7,5726,4749.86,976.14
4/20/2022,Keyboard,Accessories,West,4,616,440.25,175.75
12/24/2024,Laptop,Electronics,North,2,1584,1177.75,406.25
6/24/2023,Laptop,Electronics,East,5,3205,2836.59,368.41
9/18/2024,Printer,Office,East,1,958,771.24,186.76
12/18/2023,Laptop,Electronics,East,9,5139,3823.07,1315.93
11/9/2024,Smartphone,Electronics,West,5,3795,3555.85,239.15
3/3/2024,Camera,Electronics,East,2,810,580.67,229.33
5/11/2024,Camera,Electronics,South,6,5106,3605.8,1500.2
6/30/2024,Monitor,Accessories,West,2,798,718.75,79.25
2/22/2022,Laptop,Electronics,West,5,3165,2269.67,895.33
9/21/2023,Tablet,Electronics,East,5,5935,5059.16,875.84
6/27/2022,Keyboard,Accessories,South,4,3352,2688.85,663.15
1/29/2024,Smartphone,Electronics,West,9,8343,7522,821
5/25/2022,Monitor,Accessories,East,4,2604,2192.62,411.38
10/28/2023,Headphones,Accessories,West,1,526,417.12,108.88
11/12/2023,Monitor,Accessories,West,9,5220,3895.99,1324.01
11/12/2023,Printer,Office,North,9,1737,1584.02,152.98
10/24/2022,Mouse,Accessories,West,6,3186,2344.96,841.04
1/13/2023,Smartphone,Electronics,West,6,7014,5811.75,1202.25
1/17/2023,Mouse,Accessories,South,9,3411,2966.13,444.87
1/20/2022,Monitor,Accessories,East,1,513,425.42,87.58
7/5/2022,Smartphone,Electronics,West,1,1104,826.15,277.85
8/11/2022,Smartphone,Electronics,East,9,2718,2446.49,271.51
5/14/2023,Headphones,Accessories,North,6,1662,1245.7,416.3
12/16/2023,Mouse,Accessories,West,5,1700,1339.41,360.59
12/6/2024,Tablet,Electronics,South,4,2932,2334.35,597.65
10/13/2023,Mouse,Accessories,North,4,3604,2632.86,971.14
3/26/2024,Camera,Electronics,West,4,4596,4042.42,553.58
4/5/2024,Smartwatch,Electronics,East,6,930,861.76,68.24
6/24/2023,Tablet,Electronics,North,3,2790,2319.07,470.93
5/22/2022,Smartphone,Electronics,North,6,4596,3433.25,1162.75
10/15/2023,Keyboard,Accessories,South,1,962,701.72,260.28
10/23/2024,Smartphone,Electronics,North,1,92,77.12,14.88
9/29/2024,Keyboard,Accessories,North,5,1130,875.01,254.99
4/29/2024,Headphones,Accessories,East,6,6024,4317.59,1706.41
1/16/2024,Printer,Office,South,1,879,744,135
6/6/2022,Monitor,Accessories,East,8,2384,1939.02,444.98
12/25/2024,Camera,Electronics,South,4,4644,4366.74,277.26
4/4/2024,Keyboard,Accessories,East,1,607,527.22,79.78
9/29/2022,Mouse,Accessories,South,7,770,640.89,129.11
11/6/2022,Keyboard,Accessories,South,1,711,552.11,158.89
8/2/2023,Keyboard,Accessories,South,2,1088,852.17,235.83
3/5/2024,Laptop,Electronics,East,7,4704,4190.86,513.14
12/15/2022,Laptop,Electronics,East,5,660,569.14,90.86
11/25/2022,Headphones,Accessories,South,5,4680,4163.74,516.26
10/6/2022,Camera,Electronics,East,7,6797,6131.71,665.29
12/11/2024,Mouse,Accessories,North,9,558,519.14,38.86
9/13/2023,Monitor,Accessories,East,4,4496,3380.25,1115.75
5/28/2022,Keyboard,Accessories,South,1,713,650.22,62.78
8/17/2022,Camera,Electronics,East,2,1310,1097.57,212.43
10/31/2024,Keyboard,Accessories,West,9,2853,2288.95,564.05
11/20/2023,Camera,Electronics,South,2,2324,1807.94,516.06
4/16/2024,Laptop,Electronics,North,1,330,276.58,53.42
9/22/2023,Camera,Electronics,South,3,588,487.48,100.52
5/7/2024,Smartphone,Electronics,East,1,63,51.09,11.91
3/15/2022,Tablet,Electronics,East,7,847,699.29,147.71
6/28/2024,Printer,Office,East,1,1037,980.11,56.89
1/6/2024,Mouse,Accessories,North,1,373,300.83,72.17
12/20/2023,Laptop,Electronics,North,1,1176,1018.53,157.47
1/11/2022,Smartphone,Electronics,East,3,2139,1716.48,422.52
12/11/2024,Monitor,Accessories,West,9,4140,3838.88,301.12
1/13/2024,Laptop,Electronics,North,1,1038,974.77,63.23
7/28/2024,Monitor,Accessories,East,8,2024,1820.89,203.11
4/15/2022,Smartwatch,Electronics,South,6,6624,5487.91,1136.09
9/23/2023,Smartwatch,Electronics,East,7,5019,3864.21,1154.79
4/15/2024,Smartphone,Electronics,East,5,750,542.23,207.77
3/23/2023,Camera,Electronics,North,7,6461,5005.64,1455.36
11/4/2023,Tablet,Electronics,West,6,2946,2737.99,208.01
5/24/2024,Monitor,Accessories,South,1,618,536.96,81.04
3/27/2022,Printer,Office,South,2,1774,1451.51,322.49
5/11/2022,Camera,Electronics,East,9,8586,7885.63,700.37
2/13/2024,Laptop,Electronics,South,5,2000,1767.59,232.41
2/16/2023,Mouse,Accessories,East,1,849,643.12,205.88
8/13/2023,Mouse,Accessories,East,6,3186,2811.37,374.63
5/15/2024,Monitor,Accessories,South,4,2536,2040.87,495.13
5/9/2024,Smartwatch,Electronics,South,2,1306,1077.59,228.41
5/2/2022,Tablet,Electronics,East,3,2508,1876.15,631.85
7/13/2024,Tablet,Electronics,North,8,1048,940.44,107.56
11/19/2022,Keyboard,Accessories,East,4,1516,1259.04,256.96
3/4/2024,Smartphone,Electronics,West,9,10458,8622.79,1835.21
5/20/2024,Headphones,Accessories,East,9,2754,2494.84,259.16
9/28/2022,Printer,Office,West,4,3432,3067.73,364.27
12/25/2022,Monitor,Accessories,South,2,1234,976.11,257.89
7/30/2022,Monitor,Accessories,East,1,847,700.75,146.25
10/23/2022,Keyboard,Accessories,South,7,7672,6775.89,896.11
4/4/2024,Monitor,Accessories,North,9,7596,6141.85,1454.15
11/2/2024,Keyboard,Accessories,East,7,7252,5894.73,1357.27
12/5/2024,Smartwatch,Electronics,West,6,732,595.41,136.59
6/27/2023,Smartphone,Electronics,West,1,173,152.04,20.96
3/18/2023,Camera,Electronics,North,3,2805,2055.5,749.5
9/18/2023,Smartphone,Electronics,West,8,7048,6656.04,391.96
8/16/2024,Mouse,Accessories,East,6,4698,3677.89,1020.11
1/17/2024,Smartwatch,Electronics,South,1,565,416.21,148.79
6/17/2023,Monitor,Accessories,North,1,672,473.25,198.75
7/24/2022,Camera,Electronics,South,6,2604,2037.66,566.34
5/31/2024,Tablet,Electronics,West,6,5124,4622.5,501.5
8/14/2022,Smartwatch,Electronics,West,5,2455,1740.65,714.35
3/1/2022,Printer,Office,North,2,1796,1570.85,225.15
1/25/2022,Laptop,Electronics,South,1,288,226.15,61.85
7/23/2023,Laptop,Electronics,North,5,2160,1606.59,553.41
3/10/2022,Tablet,Electronics,West,1,105,77.64,27.36
5/5/2023,Monitor,Accessories,South,9,7578,5981.36,1596.64
3/10/2023,Headphones,Accessories,South,1,365,314.9,50.1
4/23/2024,Camera,Electronics,West,8,3752,3214.02,537.98
8/21/2024,Keyboard,Accessories,North,2,1384,1067.79,316.21
2/21/2023,Smartphone,Electronics,West,5,475,398.78,76.22
1/9/2023,Printer,Office,West,4,1116,873.69,242.31
8/24/2023,Smartphone,Electronics,West,1,137,97.65,39.35
1/12/2022,Headphones,Accessories,South,6,738,579.04,158.96
10/9/2023,Camera,Electronics,West,3,1821,1277.99,543.01
4/22/2022,Keyboard,Accessories,West,7,3654,2983.84,670.16
7/14/2024,Keyboard,Accessories,East,6,2592,2187.11,404.89
4/25/2022,Camera,Electronics,East,6,996,770.25,225.75
7/10/2024,Mouse,Accessories,North,1,693,630.25,62.75
10/24/2023,Keyboard,Accessories,East,3,513,464.77,48.23
5/17/2024,Smartwatch,Electronics,East,8,5736,4798.38,937.62
4/6/2023,Mouse,Accessories,East,2,1458,1249.07,208.93
12/3/2022,Smartphone,Electronics,East,8,5496,4391.07,1104.93
1/7/2022,Tablet,Electronics,North,3,3183,2824.13,358.87
7/27/2023,Headphones,Accessories,East,6,3990,3014.5,975.5
2/5/2024,Smartphone,Electronics,West,2,582,505.55,76.45
5/3/2022,Printer,Office,South,5,3340,2494.47,845.53
8/30/2023,Monitor,Accessories,West,1,890,830.9,59.1
9/22/2024,Printer,Office,East,6,4890,4200.99,689.01
10/19/2023,Keyboard,Accessories,East,3,2625,2275.39,349.61
9/14/2022,Smartwatch,Electronics,North,4,1440,1239.91,200.09
12/26/2024,Headphones,Accessories,North,5,505,411.15,93.85
1/28/2022,Laptop,Electronics,North,8,8192,6369.13,1822.87
8/9/2023,Keyboard,Accessories,East,3,1920,1775.7,144.3
10/18/2022,Smartwatch,Electronics,West,8,8768,7702.2,1065.8
10/12/2022,Mouse,Accessories,North,1,1140,1022.95,117.05
1/23/2023,Laptop,Electronics,North,4,952,687.39,264.61
5/2/2024,Smartphone,Electronics,North,1,225,173.93,51.07
8/1/2022,Printer,Office,South,4,1304,967.05,336.95
6/25/2023,Camera,Electronics,East,3,1029,822.17,206.83
2/29/2024,Printer,Office,South,3,3402,2959.33,442.67
5/24/2022,Laptop,Electronics,North,9,8460,7258.06,1201.94
3/7/2024,Monitor,Accessories,North,1,104,77.14,26.86
12/18/2023,Monitor,Accessories,West,9,10665,9069.92,1595.08
8/12/2023,Smartwatch,Electronics,East,8,984,800.93,183.07
9/18/2024,Smartphone,Electronics,North,4,2064,1704.7,359.3
3/8/2022,Laptop,Electronics,North,2,594,421.53,172.47
10/25/2023,Printer,Office,South,8,6016,5117.67,898.33
8/22/2024,Smartphone,Electronics,North,8,2864,2668.84,195.16
7/17/2024,Tablet,Electronics,North,4,724,537.05,186.95
2/11/2024,Mouse,Accessories,East,6,4098,2923.54,1174.46
6/12/2023,Monitor,Accessories,North,1,338,305.39,32.61
3/9/2024,Printer,Office,West,8,9280,7683.12,1596.88
4/16/2022,Smartwatch,Electronics,East,1,890,832.96,57.04
4/26/2023,Tablet,Electronics,South,2,1790,1347.25,442.75
10/1/2023,Tablet,Electronics,North,9,8523,7544.03,978.97
2/21/2023,Headphones,Accessories,West,9,7776,7098.26,677.74
3/20/2024,Mouse,Accessories,North,7,3031,2613.5,417.5
10/2/2022,Camera,Electronics,South,9,4698,3435.53,1262.47
6/13/2023,Keyboard,Accessories,West,9,4851,3442.59,1408.41
1/22/2023,Camera,Electronics,East,6,4542,3372.84,1169.16
9/21/2022,Headphones,Accessories,North,2,978,767.25,210.75
1/4/2022,Mouse,Accessories,South,9,9378,7637.03,1740.97
8/6/2023,Smartwatch,Electronics,North,8,9464,7420.27,2043.73
11/8/2024,Printer,Office,West,8,1720,1318.74,401.26
7/11/2022,Keyboard,Accessories,West,8,4752,3627.78,1124.22
10/23/2023,Keyboard,Accessories,South,4,584,456.72,127.28
7/28/2024,Camera,Electronics,North,9,4554,3522.91,1031.09
7/23/2022,Tablet,Electronics,South,2,2392,1908.61,483.39
11/20/2023,Camera,Electronics,South,7,3962,3045.87,916.13
5/21/2023,Laptop,Electronics,North,3,1308,1166.96,141.04
9/15/2023,Printer,Office,South,8,5912,4758.82,1153.18
5/10/2023,Camera,Electronics,South,7,5831,4414.69,1416.31
12/11/2022,Camera,Electronics,West,7,5572,4881.32,690.68
8/11/2023,Monitor,Accessories,North,6,5214,4120.96,1093.04
6/18/2022,Mouse,Accessories,East,9,6705,5421.22,1283.78
1/28/2023,Headphones,Accessories,North,1,426,332.17,93.83
11/6/2024,Smartphone,Electronics,West,2,2204,1680.18,523.82
8/25/2022,Smartphone,Electronics,North,3,2652,2490.33,161.67
7/7/2023,Printer,Office,South,6,3132,2212.48,919.52
6/4/2024,Printer,Office,West,5,1830,1392.65,437.35
1/27/2024,Laptop,Electronics,East,9,2763,2086.75,676.25
9/17/2022,Monitor,Accessories,North,8,9056,6774.03,2281.97
3/10/2022,Camera,Electronics,North,7,5439,4022.38,1416.62
8/1/2022,Camera,Electronics,South,6,828,780.09,47.91
10/1/2024,Smartwatch,Electronics,East,5,1910,1446.93,463.07
2/19/2023,Tablet,Electronics,North,2,1874,1540.14,333.86
8/2/2023,Mouse,Accessories,East,1,1032,740.59,291.41
6/26/2023,Keyboard,Accessories,East,3,3264,2707.14,556.86
11/26/2022,Smartphone,Electronics,West,1,877,766.01,110.99
5/23/2022,Camera,Electronics,North,3,924,740.82,183.18
4/26/2023,Camera,Electronics,West,3,417,302.58,114.42
2/21/2024,Laptop,Electronics,West,5,2670,2514.11,155.89
6/18/2024,Keyboard,Accessories,South,7,2716,2203.91,512.09
5/18/2023,Headphones,Accessories,West,9,10134,8799.63,1334.37
1/19/2022,Monitor,Accessories,North,5,5500,4269.02,1230.98
12/7/2024,Tablet,Electronics,East,6,6228,4471.18,1756.82
6/16/2024,Laptop,Electronics,West,7,1092,817.23,274.77
6/24/2023,Monitor,Accessories,West,5,3255,2922.46,332.54
6/28/2022,Tablet,Electronics,West,5,5645,4324.14,1320.86
3/20/2024,Smartphone,Electronics,North,9,7578,7111.13,466.87
4/21/2023,Keyboard,Accessories,South,9,6282,4687.39,1594.61
12/29/2024,Laptop,Electronics,South,6,2364,1724.71,639.29
12/12/2023,Keyboard,Accessories,North,8,6880,5309.09,1570.91
10/30/2022,Smartphone,Electronics,East,6,3288,3038.98,249.02
2/1/2024,Monitor,Accessories,East,6,5292,4632.42,659.58
11/6/2023,Printer,Office,North,3,3522,2638.59,883.41
10/8/2022,Smartwatch,Electronics,West,2,1518,1430.4,87.6
6/17/2023,Tablet,Electronics,North,7,2457,1766.45,690.55
1/9/2024,Headphones,Accessories,West,1,309,246.92,62.08
1/24/2022,Monitor,Accessories,North,6,6192,5474.54,717.46
6/4/2022,Camera,Electronics,East,5,4235,3487.04,747.96
8/13/2022,Smartwatch,Electronics,North,9,7128,6670.89,457.11
7/23/2024,Tablet,Electronics,North,5,5660,5018.31,641.69
5/23/2024,Smartphone,Electronics,South,1,787,666.62,120.38
11/13/2022,Mouse,Accessories,West,3,375,267.74,107.26
8/19/2023,Camera,Electronics,South,4,296,251.21,44.79
1/1/2022,Keyboard,Accessories,East,6,6372,5801.25,570.75
6/16/2024,Mouse,Accessories,West,6,2214,1891.27,322.73
9/16/2024,Headphones,Accessories,South,6,2640,1905.56,734.44
11/8/2023,Camera,Electronics,South,7,2240,1659.53,580.47
5/6/2023,Smartwatch,Electronics,East,7,6258,4910.26,1347.74
1/2/2024,Printer,Office,West,8,3816,3241.43,574.57
5/15/2022,Smartwatch,Electronics,South,2,390,274.52,115.48
7/1/2024,Tablet,Electronics,South,7,630,546.72,83.28
9/1/2022,Smartphone,Electronics,South,4,3868,3048.74,819.26
6/27/2023,Monitor,Accessories,North,1,777,565.69,211.31
5/28/2024,Monitor,Accessories,North,3,1347,1150.41,196.59
5/17/2023,Laptop,Electronics,East,9,7272,6771.68,500.32
9/28/2024,Printer,Office,North,6,5724,4866.67,857.33
5/7/2022,Headphones,Accessories,West,3,312,237.2,74.8
5/18/2023,Laptop,Electronics,East,3,1947,1707.37,239.63
10/9/2023,Tablet,Electronics,North,6,1128,920.03,207.97
3/5/2023,Laptop,Electronics,East,9,4158,3485.68,672.32
7/4/2024,Keyboard,Accessories,East,6,2670,1887.72,782.28
5/31/2024,Headphones,Accessories,East,1,85,67.29,17.71
12/10/2023,Mouse,Accessories,East,8,4136,3079.46,1056.54
5/7/2022,Tablet,Electronics,North,6,4332,3983.39,348.61
7/1/2024,Monitor,Accessories,North,8,1600,1294.7,305.3
10/28/2023,Tablet,Electronics,East,7,5075,4603.79,471.21
7/27/2022,Tablet,Electronics,South,6,4152,3086.54,1065.46
5/13/2022,Printer,Office,East,7,5635,3969.99,1665.01
9/16/2022,Smartwatch,Electronics,East,3,3108,2887.03,220.97
10/24/2022,Smartwatch,Electronics,South,7,4270,3072.56,1197.44
2/15/2023,Monitor,Accessories,West,5,1350,1028.1,321.9
3/7/2024,Keyboard,Accessories,East,3,330,248.14,81.86
7/13/2022,Camera,Electronics,South,6,4260,3755.18,504.82
7/31/2022,Headphones,Accessories,North,3,2712,1960.48,751.52
3/26/2024,Smartphone,Electronics,West,1,328,281.77,46.23
8/13/2023,Smartphone,Electronics,West,8,7776,7277.4,498.6
5/8/2022,Laptop,Electronics,East,4,2896,2373.18,522.82
5/7/2023,Tablet,Electronics,North,2,1902,1513.17,388.83
1/29/2022,Smartwatch,Electronics,North,7,3255,2440.15,814.85
3/2/2022,Keyboard,Accessories,North,3,633,470.6,162.4
4/11/2023,Tablet,Electronics,East,7,6209,5806.22,402.78
5/9/2023,Smartwatch,Electronics,East,9,4698,3530.1,1167.9
7/11/2024,Smartphone,Electronics,West,8,7424,5545.93,1878.07
1/26/2022,Printer,Office,East,1,498,439.7,58.3
8/30/2023,Headphones,Accessories,East,1,111,83.09,27.91
8/18/2023,Laptop,Electronics,North,8,7520,6318.6,1201.4
5/31/2023,Camera,Electronics,South,1,182,151.03,30.97
2/18/2022,Mouse,Accessories,West,5,5890,5581,309
7/17/2024,Laptop,Electronics,South,4,3244,2886.45,357.55
4/26/2024,Smartphone,Electronics,South,7,5229,4170.74,1058.26
10/19/2022,Smartwatch,Electronics,North,9,5202,3930.53,1271.47
3/15/2022,Keyboard,Accessories,West,3,438,370.57,67.43
2/14/2023,Keyboard,Accessories,East,6,6900,5790.27,1109.73
9/11/2022,Tablet,Electronics,East,3,369,332.93,36.07
1/17/2024,Laptop,Electronics,West,4,4140,2910.15,1229.85
4/13/2024,Printer,Office,South,3,1086,897.35,188.65
3/3/2023,Mouse,Accessories,South,2,2134,1864.47,269.53
6/16/2022,Laptop,Electronics,North,6,5310,4672.19,637.81
8/20/2023,Headphones,Accessories,East,6,2748,2065.2,682.8
9/18/2024,Printer,Office,South,9,3357,2951.39,405.61
1/28/2023,Smartwatch,Electronics,West,9,10206,9613.23,592.77
10/20/2024,Smartphone,Electronics,South,6,2970,2544.1,425.9
5/18/2022,Mouse,Accessories,West,4,1208,856.53,351.47
6/19/2024,Smartwatch,Electronics,South,3,945,809.41,135.59
7/6/2022,Monitor,Accessories,East,8,7040,6043.98,996.02
11/22/2023,Smartphone,Electronics,West,4,3684,2674.9,1009.1
2/23/2024,Headphones,Accessories,East,2,1262,1071.98,190.02
6/24/2022,Mouse,Accessories,South,3,3504,2696.35,807.65
12/15/2022,Printer,Office,East,6,4464,3341.63,1122.37
4/2/2024,Laptop,Electronics,East,4,1324,1096.8,227.2
7/17/2023,Camera,Electronics,East,6,4140,3688.73,451.27
4/3/2024,Mouse,Accessories,West,8,2384,2263.72,120.28
5/2/2022,Laptop,Electronics,West,8,4624,3310.64,1313.36
12/13/2023,Smartwatch,Electronics,West,6,4812,4149.46,662.54
1/18/2022,Tablet,Electronics,North,6,5640,4783.56,856.44
9/23/2022,Smartwatch,Electronics,West,5,1840,1532.91,307.09
11/1/2024,Keyboard,Accessories,North,7,8071,7635.49,435.51
10/25/2022,Keyboard,Accessories,North,3,2400,2102.93,297.07
7/1/2023,Smartwatch,Electronics,East,6,3570,3304.38,265.62
3/27/2022,Laptop,Electronics,East,3,1758,1512.08,245.92
8/6/2023,Monitor,Accessories,North,4,3072,2677.8,394.2
8/16/2023,Mouse,Accessories,South,5,2185,2048.9,136.1
2/3/2023,Smartphone,Electronics,North,8,7664,6412.35,1251.65
3/13/2024,Headphones,Accessories,West,5,1710,1371.9,338.1
8/17/2024,Printer,Office,South,2,1878,1491.72,386.28
7/22/2023,Tablet,Electronics,South,1,569,427.67,141.33
4/5/2023,Smartwatch,Electronics,West,3,1488,1191.64,296.36
4/20/2024,Mouse,Accessories,West,9,9918,7961.83,1956.17
12/19/2022,Smartwatch,Electronics,South,3,432,395.16,36.84
9/18/2023,Tablet,Electronics,East,9,9828,8527.32,1300.68
12/28/2024,Smartwatch,Electronics,North,5,3625,3379.48,245.52
5/17/2022,Smartwatch,Electronics,South,3,2187,1695.87,491.13
10/24/2023,Monitor,Accessories,South,5,5105,4101.6,1003.4
12/9/2022,Headphones,Accessories,South,3,1392,1046.22,345.78
